weight_index,fold0
0,0.13057756515026228
1,0.004222049171748551
2,0.02477479262622379
3,0.17902346068514413
4,-0.06290797694415494
5,-0.025082804164404057
6,0.07069078921062405
7,0.002623458830453012
8,-0.10660666663776834
9,-0.0001051542966236436
10,0.1047508130321816
11,-0.016892332523575075
12,0.03984612921634942
13,0.04526729284178869
14,-0.02697217658077014
15,0.03667167286397016
16,-0.08399593254179764
17,0.06179208948760198
18,0.05219240480430072
19,-0.05395445651249477
20,0.04275345175395056
21,-0.033263750541737885
22,-0.13875270597047384
23,-0.04033163355787854
24,-0.013508766905702818
25,0.049291762318947475
26,0.03261492529527147
27,0.03572570376208201
28,0.0035248888100767326
29,-0.11801589419239647
30,-0.0835919741763149
31,0.07972181938250347
32,0.08954270374007402
33,-0.028734618448247443
34,0.12368719045409947
35,-0.0423960758032654
36,-0.03586179166594469
37,0.04542179447484277
38,0.03240484921436933
39,0.13199135548203822
40,0.0941977399731978
41,-0.03303015501249183
42,0.004174850321252138
43,0.07101275697065743
44,-0.06489027009834476
45,-0.12988655085768422
46,-0.03379283205048941
47,-0.029383502002820656
48,0.023278385971175576
49,-0.1200470137754073
50,-0.01864325904699955
51,0.12940125421540977
52,-0.07665910046622969
53,0.03286440120250088
54,-0.02371182059050243
55,-0.05431326643117822
56,0.04871371717224766
57,0.012896951135904035
58,-0.04016986036552436
59,0.03581362497690297
60,-0.008317378234103907
61,0.012716137594777136
62,-0.0874607868743744
63,-0.042764137767827816
64,-0.05903365501274008
65,0.13168448322935594
66,-0.04438581131958427
67,0.010349778177228649
68,-0.08923733655049286
69,0.1272123818215706
70,0.07633181049359984
71,0.006525565511865298
72,0.10699262327120707
73,-0.06239032027212872
74,0.01882828497590504
75,0.05859557513967715
76,-0.07007704803242064
77,-0.022715952665965454
78,0.0013444323438525935
79,-0.02519393916610556
80,-0.08733359656715622
81,-0.011482995380235061
82,0.03424765807731026
83,-0.175674156845533
84,0.028990202814253126
85,0.02404931602559366
86,0.12239352073133744
87,0.06710561338667376
88,0.0034617492950668907
89,-0.06352887889093528
90,0.11146868772619427
91,0.1406096625175841
92,0.08155132569172938
93,0.006241467567891536
94,0.03572704010078833
95,0.024946056796992296
96,-0.013810610642906063
97,0.023590812528230778
98,0.003080562676844112
99,0.09227149663347972
100,0.0634611085804351
101,-0.06471801481623499
102,0.008115402274130176
103,0.04322627331769895
104,0.004224347216037018
105,-0.02137999689158959
106,-0.030992687435405782
107,0.009795493371976018
108,0.018516795025718236
109,0.05891406625386892
110,0.0019639673375279657
111,-0.011577063839341687
112,0.01521158786566396
113,0.004338606170614527
114,0.024552274428915614
115,0.009019331583070016
116,-0.03180028306078689
117,0.0012018489092911146
118,0.03497098088363643
119,-0.0064120265768639224
120,0.04937330868466904
121,0.010166044640001431
122,-0.06093829458892749
