weight_index,fold0
0,0.14574838015042005
1,0.005307703223732532
2,0.023603492124865507
3,0.18180916101652947
4,-0.061574546269448374
5,-0.025368548362575783
6,0.07356743115574979
7,0.004316098009987437
8,-0.11974111240601243
9,0.0017999736176823298
10,0.1088715668384036
11,-0.019868018091327645
12,0.03988116521686578
13,0.04801141078191945
14,-0.03158673403204693
15,0.038208568068932434
16,-0.0879375829805678
17,0.06248984442290185
18,0.053100116217252975
19,-0.056051443177746255
20,0.050433075989829455
21,-0.03251830749416941
22,-0.15843881827940495
23,-0.041565558972548565
24,-0.013896700144873072
25,0.0495413103739091
26,0.0329143724277763
27,0.036513549180545085
28,0.006683187205084267
29,-0.1252895383167583
30,-0.08976358325275835
31,0.08599871575023485
32,0.09833279248085183
33,-0.028316890974841327
34,0.1322291240354932
35,-0.04438314857527511
36,-0.038910779029275123
37,0.047740042651138695
38,0.03541848490687967
39,0.13918168018924784
40,0.10108470945999826
41,-0.038008212841516016
42,-0.002219008168316257
43,0.07553779883164317
44,-0.06537038084387048
45,-0.138068120389345
46,-0.03244843522985498
47,-0.028791126086029736
48,0.027556750406573738
49,-0.12740358108298785
50,-0.02356383339208684
51,0.126741670047747
52,-0.08509769536009266
53,0.033368088182386485
54,-0.02278390985318834
55,-0.05797286732019017
56,0.05210923678093177
57,0.015097370846734052
58,-0.04613929451692606
59,0.042927479374567964
60,-0.014405216335552033
61,0.010646351073114065
62,-0.09587373686783339
63,-0.04656055791714384
64,-0.06415173811966153
65,0.1487431154407363
66,-0.05226857186655779
67,0.0044428410546942625
68,-0.10035580477203829
69,0.13456825470396844
70,0.07836587033672991
71,0.007410791417722422
72,0.10997239247421935
73,-0.06216881990744032
74,0.023408339750293845
75,0.058953716126095186
76,-0.07212990120185069
77,-0.023698628298625905
78,8.713095974801621e-05
79,-0.026030487730457734
80,-0.09804373902341672
81,-0.009921875141544117
82,0.041471066549267126
83,-0.18454695803121196
84,0.03110799666351085
85,0.01870837469888447
86,0.1339070842928722
87,0.06739072053433685
88,0.002339003766711667
89,-0.06452405517476546
90,0.11607587453439763
91,0.14475249511480986
92,0.08793047624815707
93,0.006498490260072996
94,0.036800950603701914
95,0.024263874896462288
96,-0.01377436688309096
97,0.029741044002949826
98,0.002129028674542203
99,0.097414977319693
100,0.07451656132556383
101,-0.07314866446631324
102,0.006966303674070861
103,0.046633691460751345
104,0.0035229805396424195
105,-0.02243174756684552
106,-0.03566081735412799
107,0.008586944388977705
108,0.020086380419697143
109,0.06112851273522147
110,-0.0014211154753750962
111,-0.013592737991698405
112,0.014930887512141331
113,0.00364050301885929
114,0.02511387154097305
115,0.00882910063203369
116,-0.033860637457103444
117,-0.0002793624088373004
118,0.04377292113885393
119,-0.010226085916138343
120,0.04971544473499085
121,0.00981425854183102
122,-0.07069758005875229
