weight_index,fold0
0,0.10000156793692719
1,-0.03888327236625738
2,0.03439358376525179
3,0.14878323069364188
4,-0.09337391040993605
5,-0.05509945616987133
6,0.04738373998282985
7,0.0021213635093813993
8,-0.0826399788765611
9,-0.05051319925835093
10,0.0796107392364406
11,-0.039340504736287474
12,0.04319528671881416
13,0.023326350292017375
14,-0.029770824088617615
15,0.027383151639949654
16,-0.08917778817733238
17,0.06862742014313097
18,0.021214667493799196
19,-0.07616496649409521
20,0.025596142092547385
21,-0.016365582497926925
22,-0.075927281138251
23,-0.028271059740845064
24,-0.02345594556192448
25,0.02514778744019674
26,0.053803684808187
27,0.015289714536352837
28,-0.004218189486588789
29,-0.09035317593293618
30,-0.06267282351898801
31,0.049801758647626114
32,0.023658093718777397
33,0.000509460096591125
34,0.0837498162841465
35,-0.028445090035894408
36,-0.013819245393109494
37,0.022233335894703575
38,0.02078982256947203
39,0.10058450853581755
40,0.09668301566559807
41,-0.021814474508348686
42,0.007159974617384297
43,0.028285735890071273
44,-0.052255373315815826
45,-0.11289183474411375
46,-0.0407317523344929
47,-0.01827451936679587
48,0.011929653463737628
49,-0.10125259799269327
50,-0.00856729489236858
51,0.14368368658113057
52,-0.06929352648504315
53,0.028325154435604943
54,-0.011257080402641178
55,-0.02320623940512404
56,0.011507535216814187
57,-0.005801478275494949
58,0.0008832259328382094
59,0.036152913150720986
60,0.029321257244920365
61,0.02445802546176615
62,-0.07659706378010363
63,-0.051180698468346955
64,-0.037056602674650704
65,0.1081311063894523
66,-0.028594107924671562
67,0.02091980854555848
68,-0.06161455404573834
69,0.07816753006260987
70,0.07808674828814097
71,0.0020128454947902327
72,0.1423827540720999
73,-0.04853412226908853
74,0.018527563221738753
75,0.05817210908037434
76,-0.04827967213303395
77,0.007185019853776202
78,0.03822546971212858
79,-0.0037108272963763734
80,-0.044388657913242535
81,0.011067163935982992
82,0.02247306903711218
83,-0.13752489890670663
84,0.02292187657817903
85,0.03949719713820769
86,0.08484623656635465
87,0.06132800592095724
88,-0.023613773106141645
89,-0.08686681572538436
90,0.08717554395523715
91,0.14283330198645783
92,0.05235593660853691
93,-0.0007391999118183195
94,0.003938608609344496
95,0.02073822834390068
96,0.01926222453791117
97,0.0028868125214336028
98,-0.0049712882892816316
99,0.08747400401578155
100,0.023174994904827283
101,-0.02430266311323546
102,0.04257259715280641
103,0.058671432941502295
104,-0.004364596636686541
105,-0.021777530552147442
106,0.00666530219736274
107,0.029451360173800557
108,-0.0045835243437546405
109,0.03858824814401966
110,0.017825167704291142
111,-0.028449442762409644
112,0.02194365541266142
113,0.008450654330557092
114,0.04006839404619335
115,0.024017947517721367
116,-0.024666278597015964
117,0.0438438283920185
118,0.006171900652082773
119,0.024263065794455425
120,0.012826843423620997
121,0.029875268597744507
122,-0.016799260657975826
